"pH_level,WHC,Temperature_Casing,Humidity_Casing,Casing_Quality,Temperature_Disease,Humidity_Disease,pH_level_Disease,Light_Intensity,Ventilation,Disease_Status,Number_of_Bags,Paddy_Straw_Type,Spawn_Type,Casing_Material,Harvest_Yield,Edibility"
"6.456363364439307,72.413497038375,24.83279847896665,82.5346017337757,Fair,22.104334012793995,77.37515728247118,6.496674399495865,1817.333670194642,Poor,Detected,99,Type C,Spawn 2,Material 3,1357.591962398964,Non-Edible"
"6.787134647448356,70.78536242792799,22.0579132501536,83.70345380603095,Fair,28.01526137629344,81.10951872725293,6.189194272832791,985.3173309323694,Poor,Detected,89,Type A,Spawn 2,Material 2,1108.903838042081,Non-Edible"
"6.647917527963173,73.56404735849665,24.89616611099029,72.48406587927548,Good,29.46246864173697,67.81250373074246,7.3768785684122,1092.1465598637656,Fair,Detected,19,Type A,Spawn 2,Material 3,650.4535863215643,Edible"
"6.436843710297063,77.47651824564977,22.44778569096642,88.8760941798348,Poor,22.323806485383013,79.96921796612487,7.40757586606588,1686.0973440796315,Good,Detected,26,Type C,Spawn 3,Material 1,1751.015031620822,Non-Edible"
"6.917779342083569,75.50690544694794,24.458314245379803,76.82088270380419,Fair,23.171959562356854,91.34466583887603,6.9051846805567925,641.9236899606119,Fair,Detected,11,Type B,Spawn 2,Material 3,1523.83301530175,Edible"
"6.209240790978063,78.16793369574347,22.82776765920431,84.26337526000566,Fair,27.1407330600641,81.9140302113471,7.208231628438128,967.8387896032564,Fair,Detected,75,Type B,Spawn 2,Material 1,1742.7737656539787,Edible"
"6.438216972802827,79.59592147609234,23.05210698229218,80.48415437895397,Good,28.15292870555876,75.95092926893571,7.015816929542776,1661.701063365467,Poor,Detected,38,Type B,Spawn 2,Material 2,1225.9192107713147,Edible"
"6.549542764940537,77.92662476751617,22.650273133965953,74.45516227094214,Poor,29.991623003272927,65.0550144536914,7.21666333459606,1935.526225890102,Poor,Not Detected,13,Type A,Spawn 1,Material 3,1687.5607397676654,Edible"
"6.684104976325554,76.03803078843754,23.75654212744324,86.92456646230822,Poor,22.73370723253599,65.91296052628006,6.959710804334092,1674.2545685621246,Fair,Detected,39,Type A,Spawn 2,Material 2,1696.5790415126537,Edible"
"7.17776394208952,74.93341588052381,23.044286642523623,86.3647605638386,Good,25.566185887535205,76.95241455630169,6.645290507652968,758.6186581030482,Good,Detected,70,Type B,Spawn 1,Material 1,1004.4444008114906,Edible"
"6.299510673237539,70.40069086348267,23.97217911848399,77.9214370783338,Good,21.34018941454704,76.2092475508693,7.310631685892628,1752.528812641068,Fair,Detected,67,Type C,Spawn 2,Material 2,506.1097650249673,Non-Edible"
"6.771351657620418,79.84321978814042,22.0469419538262,81.77215171387711,Good,23.308401050984973,78.28360330025168,6.657099584382142,1213.6625114722458,Fair,Detected,85,Type A,Spawn 3,Material 1,1789.681147872323,Edible"
"6.888621853293063,73.83481122575043,22.19312465054512,75.1565139187188,Good,20.44968571224603,77.77616498091224,6.594318734031002,1674.5082018592957,Poor,Not Detected,43,Type C,Spawn 3,Material 1,776.9498646122197,Edible"
"6.069675619079996,71.52228213916867,22.298983458193746,83.79703257492602,Poor,22.108385428363505,71.94476136110111,6.9365747132461735,859.0318557862431,Good,Detected,87,Type A,Spawn 3,Material 3,1803.0698466872386,Non-Edible"
"6.911317277852158,76.66708855396456,23.256981055930694,76.18053625240863,Poor,25.065449767845926,84.35522705189726,7.406897701315393,1011.6988669975515,Poor,Not Detected,33,Type B,Spawn 1,Material 3,1427.4483291158103,Edible"
"6.255786185530937,72.8428828909546,24.444388517979927,86.8815746876447,Good,21.63759122847043,67.42738909215764,6.663304261923537,1852.4559342877367,Good,Detected,97,Type B,Spawn 1,Material 3,1452.1137749056134,Non-Edible"
"6.0975773894779195,75.85778270931047,24.664533731135148,74.34770208554549,Fair,28.89383310172609,89.8315092388177,6.862417156426453,1866.1996711311672,Fair,Detected,91,Type C,Spawn 2,Material 1,870.8275538839898,Edible"
"7.42332830588,75.86767907844592,22.734432220182704,70.29606845636928,Fair,27.103090114296478,66.80386406318863,6.738499079860931,927.7633661507286,Fair,Not Detected,34,Type C,Spawn 3,Material 1,1103.912145812359,Edible"
"7.448448049611839,74.45729820902869,23.72310917271704,75.37016083935836,Poor,20.277360025394312,74.55605898509742,7.3645993618927985,625.3281434141387,Good,Detected,98,Type A,Spawn 2,Material 1,968.1378794859883,Edible"
"7.212596022174692,78.36118615545043,24.3050949780778,73.82104972918974,Poor,28.767015557252137,67.37602059922466,7.015117503463216,1893.5224104074005,Good,Detected,34,Type A,Spawn 2,Material 2,785.5227272353316,Edible"
"6.456920653760056,72.64967061555443,22.866488289758827,80.16572879449848,Good,29.77320994195469,81.64584817563653,6.6293840675059625,950.6060798777228,Fair,Detected,39,Type A,Spawn 3,Material 1,1586.7594520834537,Edible"
"6.146508171009576,74.48632591617734,23.22702321020882,74.07406583313153,Fair,25.018615697670036,76.71732092004927,6.910353969566549,680.1790747296509,Good,Not Detected,64,Type A,Spawn 2,Material 3,643.7650546884049,Non-Edible"
"7.026349539768235,75.37692128590972,23.571922608057143,85.2637974143899,Poor,23.146106775495777,73.10098946712947,6.234088795850931,1022.1710450064255,Fair,Detected,98,Type C,Spawn 1,Material 3,1267.9503867359213,Edible"
"6.660228740609402,76.636247207673,22.404624539224145,74.82741276008008,Fair,22.634644494000494,76.62967189081743,6.512915830272067,922.9985366113816,Good,Not Detected,33,Type B,Spawn 1,Material 2,1304.0126303155362,Edible"
"6.183057352267168,77.8397185050559,22.07794688117734,84.13936359825311,Good,20.874194942185486,74.74341588453913,7.104271824887645,620.8353759598053,Poor,Detected,48,Type C,Spawn 3,Material 3,1933.0797103129871,Non-Edible"
"6.742765365166905,73.94807282878256,22.45841742795485,81.56941846027448,Poor,24.91609378069031,89.93079330829868,6.843591201385422,1975.6087867899607,Good,Not Detected,86,Type C,Spawn 3,Material 1,1804.0881406172623,Edible"
"6.051582781672828,76.46046944096597,23.8805608637606,89.72499712943768,Poor,20.50140022102736,64.34932746021494,6.471409217870823,940.6561617530607,Poor,Detected,11,Type B,Spawn 3,Material 1,1237.5331227689703,Edible"
"7.363980603118173,71.5061095306852,22.220854784601045,89.99801954018463,Fair,25.038371913275185,87.76134974511906,6.543446858251897,908.5691945423721,Poor,Detected,43,Type C,Spawn 3,Material 3,1766.2737117070158,Edible"
"6.388169972400025,79.32648100542478,22.569089094550385,87.3905216663466,Fair,22.525484407250932,82.93653543618348,7.214674125109916,1129.8957887127513,Poor,Not Detected,25,Type C,Spawn 2,Material 3,1685.8665500647724,Edible"
"6.993783426530973,73.83058806421003,23.013561657085912,85.19966738597502,Poor,24.764319555781835,72.19121320705152,6.811324504425152,1122.232612737991,Poor,Not Detected,57,Type A,Spawn 2,Material 1,541.8446616591517,Non-Edible"
"6.467566614134117,77.29521421976439,22.233610192919098,77.72912828001148,Fair,24.18384126344454,92.1685721404405,6.358134060577359,1150.7413299507007,Poor,Detected,33,Type C,Spawn 3,Material 1,1883.2056185490223,Edible"
"6.780102031766717,70.20341081882178,22.575097813484902,85.06553454262607,Fair,23.051142520043012,66.19309672259577,6.445219377993264,1859.9449529194137,Poor,Detected,59,Type C,Spawn 3,Material 1,1531.857147614277,Non-Edible"
"6.820065419014919,72.05187142904808,24.73380936695053,89.13351074158982,Good,24.48638239516673,70.86009007147838,6.701825266804018,590.3545914938944,Poor,Not Detected,11,Type C,Spawn 2,Material 3,1507.92852576178,Non-Edible"
"6.27728168328829,74.87082544323579,22.057897396680954,70.46755150790888,Fair,24.740338892456524,73.1194373288457,7.144256351674141,1912.4675685711295,Good,Not Detected,48,Type C,Spawn 2,Material 3,1570.2222289484193,Non-Edible"
"7.454376941646838,78.78252467732347,23.960295772523086,80.75829400395477,Poor,28.336917615752384,82.6728698381755,7.496160643134527,1498.8807204745135,Good,Detected,90,Type C,Spawn 1,Material 1,837.1428108767053,Edible"
"7.162699235041671,75.27255149950678,23.153226792745556,74.3599660877687,Good,26.657833434322704,93.12439707577187,6.278640704143527,1546.266145038034,Poor,Detected,68,Type A,Spawn 2,Material 3,543.7586000007502,Edible"
"7.409248412346283,79.29870482293879,24.017946218297112,81.157526317377,Poor,24.33156597681352,80.77067519547828,7.132393533672265,736.7780592451091,Poor,Not Detected,32,Type A,Spawn 3,Material 2,847.7650863851463,Non-Edible"
"7.342241025641473,74.83796896582797,23.766075161090214,79.32894179517783,Good,29.052419375757363,89.97071299693698,6.9258292738709315,993.6883972029639,Poor,Detected,21,Type B,Spawn 3,Material 3,1691.866913660054,Non-Edible"
"6.896849968216628,74.9044909673595,22.67049626306393,81.5153716310457,Good,27.557407765033084,91.67406514042165,6.796789525124755,578.3290799923267,Good,Not Detected,86,Type C,Spawn 1,Material 3,1395.9727498058276,Edible"
"7.3828113525346755,71.19746788500532,24.541628462720166,81.01924442837449,Fair,20.757168971082898,76.32622994229014,7.449685578998009,1479.6185579443536,Good,Detected,78,Type C,Spawn 1,Material 1,1041.9179036769028,Non-Edible"
"6.132738753077879,78.0265624415222,23.47582114782807,89.20214078337125,Fair,21.537458292658904,76.53519443708794,6.484130324624878,1009.773703189894,Fair,Detected,24,Type A,Spawn 1,Material 3,862.278896941145,Non-Edible"
"6.293974293628718,72.46965412467063,24.467608056740417,81.04372217869472,Poor,20.816678836108768,68.74992115467538,6.265467364775432,1326.8802328500228,Fair,Detected,69,Type B,Spawn 2,Material 1,1699.747344671162,Non-Edible"
"6.067840933365807,78.99612489372315,23.218037608564657,86.92464176249734,Fair,23.18863359778979,81.05552800229782,7.316395736787195,1629.092463634401,Fair,Detected,73,Type C,Spawn 2,Material 3,1186.8038382365285,Non-Edible"
"6.4879954961448965,79.10824220330396,24.954056661745717,76.39640573601693,Good,24.356466208031733,64.20097379325094,6.103033385532285,1330.3011553358,Good,Detected,11,Type A,Spawn 3,Material 3,1417.6163104145871,Non-Edible"
"6.583015934534223,79.43310111874149,24.31146807550389,78.76201377582098,Fair,25.042459227598744,82.2015056013689,7.225679511882757,607.2424357992767,Good,Not Detected,79,Type A,Spawn 3,Material 3,518.8563449067275,Edible"
"6.4070235476608435,75.2023048910309,24.89785061533772,79.4082695208962,Poor,28.51412198696779,91.25139883710368,6.883853989659837,592.4602074230378,Good,Not Detected,73,Type C,Spawn 1,Material 1,1144.8980159900493,Non-Edible"
"7.243106263727894,76.77093784783645,23.542979436729578,75.5745608667076,Good,20.17956285783115,86.62749908738434,6.2460058375891,1800.7366378089848,Good,Not Detected,45,Type C,Spawn 1,Material 3,523.1516978714861,Edible"
"6.535129990040383,77.78515880061664,23.421073396872103,77.5958052295591,Poor,24.282884057451234,82.72159320684594,6.341043237440106,893.2241978654868,Poor,Detected,96,Type B,Spawn 2,Material 3,1681.1425064032433,Non-Edible"
"6.421401764531071,71.31014618650465,24.266361427975774,81.97026158933551,Fair,24.109983736821633,89.3441397723987,6.233760889000735,1043.3160999091683,Fair,Not Detected,22,Type A,Spawn 3,Material 2,873.8772423923501,Edible"
"6.814044124737372,76.00957194997497,24.640873789040292,81.60375526609064,Good,29.47475936659302,85.54353077869348,7.0775078127810485,827.5945883390011,Fair,Detected,11,Type A,Spawn 3,Material 1,750.6835761246758,Non-Edible"
"6.211386337462144,70.34297901303312,24.892437387596672,82.72870689146961,Poor,22.41036917624193,78.53817031667532,6.220966736691853,1548.321435747812,Fair,Detected,14,Type C,Spawn 1,Material 1,1889.5911776161988,Non-Edible"
"7.203295471131059,74.97566083388726,22.9736557180975,77.03635830840282,Fair,21.22405811905469,78.23725294356834,7.022056312330486,1079.1479380057006,Poor,Detected,49,Type C,Spawn 2,Material 3,527.0114798418034,Edible"
"6.111825965519656,71.54842681620228,24.396113721527918,76.31662990306114,Fair,21.42260212183976,63.74510986026047,6.1922254428951105,1184.4881479645474,Poor,Detected,89,Type A,Spawn 3,Material 3,796.7314959857076,Non-Edible"
"7.480330404900776,71.82922925962085,22.63193679290661,82.23235765508326,Poor,25.20142723927829,75.20451614380988,7.203399884807991,1511.6957123870666,Fair,Not Detected,73,Type B,Spawn 3,Material 2,860.7267338787888,Edible"
"7.158367153944987,73.65047566692601,23.636723040236337,72.6572349685505,Good,23.909038035054664,78.28573108950383,7.3792361687146,1434.5966981146737,Poor,Detected,48,Type A,Spawn 2,Material 1,1734.2059107447594,Edible"
"6.298073522301259,74.32437166716502,22.539544445227598,75.0606308706428,Poor,27.541420283639894,76.44709583634324,6.838968042374086,1661.516124602312,Good,Detected,44,Type B,Spawn 1,Material 2,1565.1258132384532,Edible"
"6.008283175685404,76.23172424532187,23.042192085251017,70.8425547390599,Fair,23.231823721535427,87.16048573628942,7.449276055825692,1623.2305901485622,Poor,Not Detected,66,Type B,Spawn 1,Material 1,1951.1127073837754,Edible"
"7.223192142682251,70.74428418438515,24.794075101619377,71.45221705192161,Poor,21.27961752002355,65.6336711271188,6.5855704543878035,1159.8417575968563,Fair,Detected,50,Type B,Spawn 2,Material 2,1542.2858382129434,Edible"
"7.060286015771426,75.03691761237445,22.43827209931926,74.86766558521218,Fair,23.86875789721034,87.82146187150676,6.366903683297811,787.7821161726727,Fair,Not Detected,54,Type A,Spawn 2,Material 3,854.4783936576814,Edible"
"7.093510752061481,71.826251302531,23.89720268540559,70.39058560593838,Good,28.830356173225553,85.95819683879907,6.2659451341668735,834.8295443819927,Poor,Not Detected,43,Type C,Spawn 2,Material 1,750.2541085895497,Edible"
"7.156905520028919,75.73975175031742,23.77886281878221,74.90821184174924,Poor,24.055265534210626,91.52878145143889,6.718445021220752,1560.1072585008367,Good,Not Detected,28,Type C,Spawn 3,Material 1,1633.1085691878409,Non-Edible"
"6.111066977601135,76.37404612261183,22.36221505812696,83.09952646124052,Good,28.336277224751477,73.0709247435999,6.196120352462562,891.9343054918525,Good,Not Detected,99,Type A,Spawn 2,Material 3,1851.3550502734122,Edible"
"6.537698592816409,75.56709256552854,22.977937131306437,71.22214156937866,Poor,23.715300858535812,66.17901861610653,7.313685942712249,1160.6817789587467,Fair,Detected,51,Type B,Spawn 1,Material 1,1867.509257672895,Edible"
"6.173803589287695,77.38295510478308,23.6889445135458,78.73473355589282,Fair,22.813856239164547,86.55200054385443,7.177148276121067,661.8584125672983,Fair,Not Detected,26,Type A,Spawn 3,Material 3,1656.6449916453837,Non-Edible"
"7.29465513881339,73.35609244240901,22.56153582696547,88.262175738391,Good,27.748627299053457,80.59507981233669,6.843177606544022,683.3883997823715,Poor,Detected,44,Type C,Spawn 2,Material 3,1691.5491446203791,Edible"
"6.934947190241337,77.6510659163313,24.401870969238445,85.82569657850802,Fair,22.092345276713765,84.93723218906338,7.0821944550287075,874.9213928075476,Good,Detected,85,Type B,Spawn 2,Material 2,1493.5536576729442,Non-Edible"
"6.496347037278974,74.32767081708194,24.91646952860425,76.10875004589714,Poor,22.318307061698114,94.88591648042078,6.074985454489625,627.249787010246,Poor,Not Detected,44,Type A,Spawn 2,Material 3,1603.7406515335663,Edible"
"6.095337525429035,74.84184498322597,22.644278199887417,88.49610958383295,Fair,20.498128380759663,66.80889123675965,6.305276682740753,911.840614949231,Fair,Detected,15,Type A,Spawn 1,Material 1,674.0740491965938,Non-Edible"
"6.466473482573493,76.48102127261072,22.560735894371728,76.5929299349545,Poor,21.878457112819945,74.38680619159481,6.931817839244801,1352.288939021595,Poor,Detected,61,Type A,Spawn 1,Material 1,993.811481549604,Non-Edible"
"6.48777498304012,70.18358383999224,23.364805215392334,71.45030992675125,Good,23.788153936097988,66.74438774534592,6.7162042675692275,1617.1531699728575,Fair,Not Detected,83,Type B,Spawn 1,Material 1,1187.1482259977888,Edible"
"7.094409267507096,76.53994221420248,24.243295831420095,89.88111913536227,Fair,23.995726987149038,90.12181155354244,6.906934469940666,549.0540580613662,Fair,Not Detected,52,Type B,Spawn 3,Material 3,1496.4846040768591,Edible"
"6.95633620703282,76.18585149072115,22.844801830705755,87.40045054378344,Fair,24.206280869315734,60.59433588865691,6.133453564245689,1400.9251741574176,Poor,Detected,32,Type A,Spawn 1,Material 3,1126.522540965136,Non-Edible"
"7.330819113864489,73.0984711675328,22.05963972609184,79.31865566602184,Poor,24.796929462353745,64.7328091346869,6.978633837157109,1044.7796760289853,Poor,Not Detected,92,Type C,Spawn 2,Material 1,1062.4970314837233,Non-Edible"
"6.708322387742924,70.8579428489949,23.62366188409868,83.32753048384808,Poor,25.71910615759151,68.67545948397715,7.205424385559507,839.9619472009122,Fair,Detected,52,Type C,Spawn 1,Material 2,1345.3954678085454,Non-Edible"
"6.179391368907453,70.90935449913042,24.869801703301924,83.4245615571334,Poor,21.894290245954572,86.99631213763365,6.819412774496483,547.7866425626044,Good,Not Detected,62,Type B,Spawn 3,Material 3,1091.643303422527,Non-Edible"
"7.069867180834493,79.2322374698523,23.173830566220836,73.88964461460921,Good,26.13944183076066,81.9958971003817,6.536110528036604,988.9058188746229,Good,Not Detected,81,Type C,Spawn 1,Material 1,608.8113739621347,Edible"
"7.141177572925346,76.89279321225837,23.2604036625493,74.00097266307264,Fair,23.365545874692884,73.60143161802779,6.261971785371056,1684.5172997665427,Fair,Detected,82,Type A,Spawn 3,Material 1,1954.125252227881,Non-Edible"
"6.841915796354244,71.27102613770741,24.906705151342113,79.39161406703651,Poor,27.340107351391282,65.5545106114572,6.398032568836764,1295.0343508399078,Poor,Detected,76,Type B,Spawn 2,Material 1,1889.2430844991009,Non-Edible"
"7.156450769931841,73.56723169308907,24.083822834880184,88.23146280275395,Poor,25.572044501863175,71.25630436091834,6.783799280908598,1663.4666951741544,Fair,Detected,75,Type A,Spawn 3,Material 1,558.5131541682783,Edible"
"6.740693394546586,75.92482993901596,24.157515768526377,70.19987549717142,Fair,25.54268626838106,86.01970906083032,6.383276744222996,1118.5336949372204,Good,Not Detected,43,Type A,Spawn 1,Material 1,1293.78012348041,Edible"
"6.784099244072991,78.35571705090649,23.688106016113203,85.65011271898719,Good,26.854869885928732,73.36830947142192,7.166918306068502,1764.881399455765,Fair,Not Detected,44,Type B,Spawn 2,Material 1,1569.16095321441,Non-Edible"
"6.641311527537825,70.43660928713008,24.923827632589724,71.15053567429308,Fair,23.330189909535672,76.19083662997062,6.197611539106335,725.5316001204603,Fair,Detected,91,Type A,Spawn 1,Material 1,1414.7942486697611,Non-Edible"
"6.038128690116142,72.36633131470009,24.06659945327667,79.56444229766235,Poor,24.292329405614755,81.30191053089385,6.7746363991465675,1730.0505095986864,Fair,Not Detected,36,Type C,Spawn 1,Material 2,1030.0799569074238,Non-Edible"
"6.161837140489957,78.8974899029538,24.685098254815507,82.75745666146953,Fair,25.82897868432882,91.95106401095879,6.743949271952528,1214.0004295385327,Good,Detected,36,Type A,Spawn 2,Material 1,1704.9128808834162,Edible"
"6.047143778530101,70.09165550183816,24.098136597199662,83.7351853416493,Poor,24.215556205157256,68.75368435703895,6.208338394997837,1619.0055091088573,Good,Not Detected,73,Type A,Spawn 2,Material 1,1422.1207478984124,Non-Edible"
"6.954615616895671,72.01399102793887,24.205347474521187,71.16958527231823,Poor,24.442574744337534,75.67987984883604,7.4924813711474165,860.6332060216669,Poor,Detected,48,Type C,Spawn 1,Material 3,858.3954574849894,Non-Edible"
"6.47153397161449,79.59024175972966,22.87123276642674,78.37207234767936,Fair,22.724870727890433,70.86124707222464,7.234703081196951,1229.235510826255,Poor,Detected,69,Type B,Spawn 2,Material 1,1416.8490762100455,Non-Edible"
"6.7628560367470545,76.13401846522171,22.910436094041458,81.67674521004649,Fair,22.873850262565757,76.3165423694324,6.579798697772132,1599.188417571771,Good,Not Detected,90,Type B,Spawn 1,Material 1,912.006921881994,Edible"
"7.361349710889139,72.61671366637506,24.348953948728088,71.32091074612013,Good,26.989574070047862,84.37615451855144,7.02735980844135,1225.6328149365977,Good,Not Detected,82,Type C,Spawn 3,Material 2,1393.774772555259,Edible"
"6.373938343723313,70.66991094395847,22.8901188675097,72.7018911319062,Poor,20.04281142026806,76.87224334031995,7.0748717991572905,1187.1531981662824,Fair,Not Detected,32,Type A,Spawn 3,Material 2,1646.4776176047112,Edible"
"6.615574384553445,70.28191340447222,23.688310212404595,83.27297979008077,Poor,20.952904222083387,89.20877208607456,6.97672285157316,1715.9916778030215,Poor,Detected,87,Type C,Spawn 1,Material 2,953.8160737546602,Non-Edible"
"7.1333267078145735,72.44745079636927,22.748056932720107,80.43276393181303,Poor,29.488098895045056,79.36403347691765,6.648725919259056,743.5235310640678,Poor,Detected,20,Type B,Spawn 3,Material 2,923.782638528915,Non-Edible"
"6.343197248237434,78.8148581958891,24.45095014242721,73.23657322536582,Poor,21.870180818630068,73.50178101671594,7.327666997439458,1212.6525287556635,Fair,Not Detected,13,Type B,Spawn 1,Material 1,1590.0536976738456,Non-Edible"
"6.115469864743189,74.15913654297509,22.33150405368307,80.70478673829467,Poor,24.18120891874874,87.38123731273498,7.15732707259211,1733.5618743597313,Poor,Detected,60,Type A,Spawn 2,Material 2,1262.555072655198,Edible"
"6.434627179370652,77.20333369165994,24.488339919284993,88.25384746888832,Fair,28.49685136123002,75.09633660581821,6.813029931329758,1767.880231029251,Good,Detected,47,Type C,Spawn 3,Material 1,708.2008705471092,Non-Edible"
"6.241831930881006,79.18285035379958,23.808189401522807,70.31175169550728,Poor,20.00102372525847,78.04434226485834,6.003844178254864,677.4101720382803,Good,Not Detected,60,Type A,Spawn 2,Material 1,1318.5431329353407,Non-Edible"
"7.39454647851386,74.08040461602816,22.56072860448123,82.8526754697171,Fair,29.251791894708496,94.81346265054631,6.335061357490166,1775.2293713125096,Good,Not Detected,57,Type B,Spawn 1,Material 2,1494.8135827835022,Edible"
"7.212180569346625,71.91277371037397,23.626106156518354,71.47300869210684,Good,20.534886238963686,87.52511051849967,6.763238552759281,518.2301086395785,Good,Not Detected,89,Type B,Spawn 1,Material 2,1236.9735917517623,Non-Edible"
"6.950105634765635,75.1711793085692,22.847496510542022,70.12898885929401,Poor,21.708690495240106,89.9299765009376,7.348393585231503,1783.3381569090452,Fair,Detected,45,Type A,Spawn 3,Material 2,1436.2418710014924,Non-Edible"
"7.307190885281576,79.08083687059855,22.97040200419149,73.01308977321267,Good,20.291035433324094,80.74978598205497,6.94293141618038,897.1524894853621,Poor,Detected,34,Type A,Spawn 2,Material 1,1047.2815237943505,Edible"
"7.205508115348672,78.043744141377,23.05458412479064,78.45813263707839,Fair,25.195200462345984,72.18757632952668,6.626793446764539,1367.252895299374,Fair,Detected,14,Type B,Spawn 1,Material 1,1816.7209231181225,Non-Edible"
"6.279855088329054,70.65829843363154,22.189957740916963,86.04687997963906,Fair,29.430943100855025,94.69443645997913,6.07186796182897,514.4439547097883,Fair,Detected,83,Type C,Spawn 1,Material 3,859.9466612172737,Non-Edible"
"7.338838497734967,76.92572800077582,24.95788505320425,75.63570993209117,Good,28.390366115940367,68.54070336138287,6.8959203409001315,1597.239036611596,Good,Detected,78,Type B,Spawn 2,Material 1,922.0179193128733,Edible"
"6.809013362873476,75.71897522458954,22.09460388439367,82.51346424777518,Poor,26.397485462646788,90.54859311037961,6.526128281572312,1147.3423098082594,Fair,Not Detected,91,Type A,Spawn 2,Material 2,1660.4897513260646,Edible"
"7.211160232746094,79.07463176346425,23.987490619552837,78.22313275910614,Fair,21.85488637573597,91.89554671354149,6.806064671023197,1768.7001529144763,Fair,Detected,32,Type C,Spawn 1,Material 1,586.7876260252679,Non-Edible"
"7.34413694988524,71.22481416850297,23.11368294327229,74.68663583932016,Fair,28.69597098526984,88.61441734014568,7.14966254762374,1333.2800033972967,Fair,Detected,23,Type A,Spawn 2,Material 2,1981.0702928494372,Edible"
"6.4770052124577955,75.34036113204657,23.9380308728401,80.28494228565717,Fair,27.547753911367188,63.9929405793595,7.205610532576145,1751.98521918497,Good,Not Detected,61,Type A,Spawn 3,Material 2,1443.522830326447,Non-Edible"
