mushroom_type,temperature,humidity,co2,ph,growth_days,casing_quality,has_disease,yield_kg,harvest_ready,edible
Oyster,19.56472439332238,86.26010782864917,1208.0879661000345,7.075569653806772,15,4,0,5.46,0,True
Poisonous,26.590129615686315,97.60841200034136,1552.9971895428198,5.9965763406287875,25,3,0,5.75,0,False
Shiitake,17.758968672362606,87.48419753031763,1172.8535514791288,6.078567513473979,24,5,0,7.48,0,True
Shiitake,16.329142752548066,89.94376041796234,1272.6273587273627,6.347841837056937,25,6,0,7.07,0,True
Button,22.837939974129313,89.36681895295631,1102.4676542282534,6.972946027466141,27,6,0,10.98,0,True
Button,19.62613905625497,74.81008614075083,885.7631238246383,6.637361490231305,17,4,0,8.49,0,True
Button,18.822395383161645,92.09851994425516,1115.690543398169,5.926861053194022,24,5,0,6.22,0,True
Button,20.294181681523273,89.2471551560365,1385.5683785547874,6.47538919545546,18,9,0,10.22,0,True
Oyster,19.289888416433374,85.05290803094276,1476.8284290948532,6.320399677449874,29,6,0,9.22,0,True
Shiitake,16.36530604852952,86.60838312875538,930.7481456555106,6.469854524073804,19,3,0,3.12,0,True
Button,23.206762716024826,86.55191008739335,1326.0796743071876,6.437115308593711,26,8,0,7.51,0,True
Oyster,17.294822157479715,80.60254563810102,913.7740515662588,5.949327688559285,28,8,0,9.93,0,True
Button,19.16314944393541,86.16545983342043,1225.7968482663343,6.304265776997468,23,4,0,3.57,0,True
Oyster,21.68717562129312,75.64087906612707,1514.5859662934156,6.877957205259837,16,5,0,4.05,0,True
Oyster,20.924461077399013,83.24479517096168,893.8580953541305,6.601852921664929,16,3,0,13.41,0,True
Poisonous,19.413075514752258,92.58555590477802,1326.871772419715,6.4455448911941415,20,5,0,3.27,0,False
Button,25.78626716252742,81.87086232860004,1391.2397128911891,5.981634860254343,18,5,0,3.632,0,True
Button,24.42114220245789,72.3031828251562,584.8050530523323,6.304244374506638,21,5,0,5.248,0,True
Button,23.425542210857316,85.57621055322339,1162.2441253160073,6.732407123763156,17,7,0,6.64,0,True
Poisonous,21.90874296060485,90.68018430505735,1466.8292116763328,6.960151606514302,25,5,1,8.37,0,False
Button,17.549387086339074,87.92434783973124,1513.027907453697,7.219726504272228,17,9,0,5.74,0,True
Shiitake,23.456973407186812,84.97576979547543,1712.2959477065328,6.258201645424157,19,6,0,13.29,0,True
Shiitake,25.772998844667214,85.26122299800457,1218.1995477024218,6.576165493749657,28,6,0,4.03,0,True
Button,23.18226509560683,90.02055598884418,1095.2481755820481,5.867476457316298,19,8,0,7.81,0,True
Shiitake,24.05961085896622,86.69850505420037,525.9643656784236,6.909698324997649,20,8,0,12.97,1,True
Poisonous,23.60249977940193,88.09986079418086,1024.885727048986,6.66611557489365,15,6,0,16.23,0,False
Poisonous,22.959461602992743,83.10747187821175,1268.429564982004,6.277480605311528,27,9,0,9.36,0,False
Button,29.02750028211367,92.40133583818363,1071.6587642326765,5.778936695353076,17,7,0,4.456,0,True
Button,17.783487125902656,80.38197682420464,1086.273165685313,6.722543078717887,22,9,0,4.87,0,True
Shiitake,20.354095710874937,82.5916231099207,789.5755072083152,5.774195851242561,18,9,0,18.07,0,True
Button,19.483432542093208,82.63285210998143,1135.97669602507,6.3209830435028245,24,4,0,6.54,0,True
Shiitake,27.913676097010722,73.46544428682488,1153.9743913107477,7.00741976272635,28,9,1,4.83,0,True
Poisonous,24.050517762014035,83.99827117141842,776.0647460144571,5.912212163082587,25,6,0,12.3,1,False
Poisonous,17.469130200902484,78.48883851226068,1234.1000709793707,6.26325131484667,15,5,0,8.53,0,False
Button,17.113581523700418,80.90092485846158,1659.1513088999711,5.308935759576963,29,5,0,9.79,0,True
Oyster,20.20079842184103,84.63869255951181,1732.124708038293,6.18207377606177,24,3,0,11.33,1,True
Poisonous,19.07831501743909,93.33043920485085,1333.5617787359988,6.071863568792084,29,3,1,6.78,0,False
Button,25.852087012176305,86.38624627127811,1218.2454164011256,6.33066317574041,25,4,0,7.472,0,True
Button,19.328799420886757,89.19198637657833,1665.2594611754794,6.306330827638055,20,4,0,9.96,0,True
Poisonous,17.97898936058808,86.34057626620181,1151.761302169103,6.567478671292374,18,5,0,11.74,0,False
Poisonous,19.15339502649281,73.96716633599269,1821.8280835188061,6.483790295394087,23,8,0,6.17,0,False
Button,17.365599310733515,75.68460841161877,1153.113439614497,6.807105171379225,21,4,0,8.44,0,True
Shiitake,21.996141949886074,82.14534600108058,1399.3417757568172,6.779575348148404,18,6,0,12.2,0,True
Poisonous,13.548005913171387,91.06935521742695,1189.252005534537,7.043708094519906,21,7,0,8.73,0,False
Button,24.714120862777804,77.5723076799689,1593.0370827491702,6.064749403194325,29,5,0,3.904,0,True
Button,22.623154320630853,78.43275467421482,1406.6606301635475,6.532276957510096,25,3,0,8.03,0,True
Button,18.813019430420898,70.94723101305334,1010.8272885858661,6.402952376629705,18,3,0,6.06,0,True
Oyster,23.57584229658659,85.7321166138801,951.8845038891125,6.460694144735719,21,8,0,9.23,0,True
Button,23.229453289714527,83.31508250609748,828.4632519550211,6.902934658893914,23,6,0,14.7,1,True
Button,20.726464367022427,85.71675301762296,1413.5438014839476,6.11692359588565,16,8,0,8.67,0,True
Oyster,27.839296668959822,79.76874973720027,1225.5754448082057,7.137567995813936,23,9,0,6.22,0,True
Poisonous,24.294958047648507,95.74579479432678,1147.7942127149086,7.2969006380591805,28,7,0,7.61,0,False
Shiitake,26.000116606566017,85.83611139049256,1367.4435679233188,6.5967992969199996,19,4,0,5.21,0,True
Poisonous,16.479481158479892,85.58250432252666,1245.7600207321402,6.2637948414665425,24,9,0,6.16,0,False
Button,27.881599986700312,92.42340993491901,789.5310461429438,5.977590976870806,28,7,0,3.7119999999999997,0,True
Oyster,20.327722959276144,77.04682028959806,1648.1356049201254,6.785202560043626,27,3,0,7.5,0,True
Shiitake,22.285283766710123,85.86801139282716,929.0211682588688,6.8219467356341,22,5,0,8.7,0,True
Button,19.060259944524134,85.34440821848715,1408.4697181974354,6.822704650246996,27,9,0,6.85,0,True
Button,23.04402076919777,90.53016959078064,1081.4519644820587,6.27371380110396,24,5,0,4.39,0,True
Button,22.941173561105057,82.17496697294798,1066.1299132113027,5.915558636205075,15,7,0,5.13,0,True
Oyster,24.1438319393261,86.57934558433136,1249.603532492858,6.043458005998663,24,7,0,4.0,0,True
Oyster,18.180818635085604,85.77646340770049,1080.2299347444111,6.076218236455944,28,7,0,11.67,0,True
Button,23.69068517919524,88.66819548407743,1315.0745626977573,6.127848344151384,27,7,0,10.21,0,True
Shiitake,16.819977376391158,83.5295704652648,1680.1499768450803,6.661232550204721,21,7,0,4.64,0,True
Button,22.197593237809603,86.52133072209222,1822.6831610931135,6.8497019154435,26,8,0,14.9,0,True
Button,22.071731943445734,81.15152610976637,946.9612051968857,6.530352267018776,19,8,0,12.01,0,True
Oyster,20.17694911927267,93.90303508343082,1042.6964299784393,6.714655135771947,23,9,0,13.69,1,True
Poisonous,20.729190074391575,89.24429682390831,1363.962101508726,6.463540967006046,25,7,0,16.86,1,False
Poisonous,17.75711506823541,84.46089378361333,1612.8641016293604,6.6827457086762045,28,5,0,7.38,0,False
Shiitake,18.36921839657557,88.42930272564357,1371.035033769539,6.95821534765382,15,5,0,6.2,0,True
Button,25.188590233272897,84.31929674040192,1272.6562137782955,6.515287158844663,20,3,0,3.232,0,True
Button,19.92348889962304,85.02232510246975,1217.925375021324,6.1375356001584604,18,4,0,6.58,0,True
Poisonous,26.498592529235367,86.70917006359453,2080.463352151679,6.360800106245394,23,8,0,8.27,0,False
Button,19.18733161483768,95.13789277083538,1260.644785356262,6.342402639092633,29,7,0,8.66,0,True
Shiitake,19.88247541670495,86.20263828723546,1292.8494519983058,5.972370485565388,15,9,0,11.65,0,True
Oyster,21.817629646045805,77.96721280914686,666.0539320052009,6.263154837317662,23,8,0,8.46,0,True
Poisonous,25.802982427000664,80.45276641887398,863.4689819866677,6.641020021270915,22,9,0,5.54,0,False
Poisonous,18.35682588885626,84.28564017837559,1274.9318032872104,6.368613366942595,29,9,0,12.74,0,False
Shiitake,18.683223804382383,92.9849621905093,1145.0836771775812,5.440698525368552,25,9,0,12.03,1,True
Oyster,19.440639745207008,85.11760351100477,1307.336028215507,6.748058227983983,19,4,0,8.26,0,True
Button,18.856159587746617,91.8526801415419,1969.4202308373592,6.147493209704898,28,6,0,8.19,0,True
Button,29.58546835887977,82.57051282835465,1538.8919193577663,6.041170511097757,22,5,0,8.232,1,True
Button,26.99501111224925,89.25270424014865,636.9629317428349,5.79463137319765,17,6,0,7.5360000000000005,0,True
Shiitake,21.970307238515808,87.25208355582596,1593.2429368732564,6.596344826297419,27,8,0,14.9,0,True
Oyster,28.866646513033462,81.75507025782426,768.9078012516385,6.562984500379167,21,9,1,14.45,0,True
Shiitake,22.04383877546525,87.59383027480135,1431.964208213899,6.320767900252752,18,6,0,8.2,0,True
Oyster,23.83629194370256,79.48342321082526,1827.935602607251,7.9715949487552615,29,7,0,6.36,0,True
Poisonous,19.937001990262658,88.26189485943573,1202.5057148316296,6.140474743970672,27,9,0,4.0,0,False
Poisonous,22.903364825471336,83.75389212476173,1200.3552946835248,6.841511550307729,16,4,0,8.52,0,False
Button,20.679806063519177,83.95004856771006,1655.036871948587,5.999413801592646,28,8,0,16.73,0,True
Oyster,19.2973289250391,81.80954901300294,1252.6023420879533,6.006335929593235,15,4,0,2.77,0,True
Shiitake,25.27137186150867,84.59474283092496,1168.8253669012765,6.505376157051313,29,7,0,4.08,0,True
Poisonous,18.92232525632891,87.2759304148465,1073.4115727449905,5.96153451182869,28,9,0,6.34,0,False
Button,25.033800611770697,95.25946814605001,1302.0836993435491,6.976297159981179,29,3,0,2.808,0,True
Oyster,20.10646446166958,87.28491760939221,1471.4275645858747,6.658803557698887,23,7,0,12.27,1,True
Oyster,22.057477146403443,83.02080980913514,1042.1969065294013,6.85493854957273,21,5,0,6.35,0,True
Poisonous,18.452023677762288,73.14073663946614,1048.8466298692106,7.204386107067687,21,5,0,6.24,0,False
Poisonous,21.24458855988109,76.09345327148188,1372.7851600498252,7.313363815932723,22,9,0,4.6,0,False
Oyster,22.610057986092944,77.44828476527444,1164.622342902029,6.812690282198336,22,6,0,4.49,0,True
Poisonous,20.73795926780376,81.98699415739198,785.0040194291623,6.38370737214605,21,8,0,11.92,1,False
Shiitake,19.8730100599838,86.52547328780656,951.8581569133501,6.383215278173473,15,3,0,7.8,0,True
Poisonous,26.773698352513033,86.90754109635503,1017.0252287021816,7.063138887483305,25,4,0,3.54,0,False
Button,18.40687754111535,86.49519623014574,1293.0071417326667,6.005964476612812,18,5,0,7.98,0,True
Button,19.30696361483224,89.16472723808735,1111.4316836099044,6.219274245042953,20,7,0,3.94,0,True
Oyster,23.5064672481957,89.92810130811175,1577.1660949121328,5.635164298496076,19,9,0,5.2,0,True
Poisonous,23.3529306914713,85.30532395359363,740.1414298145341,7.666152594164035,22,5,0,4.09,0,False
Button,21.762612242021465,86.65963716752601,1709.2559341709257,5.990521380618501,24,6,0,6.37,0,True
Button,16.836088745462824,83.83450854182709,675.9887473299652,5.819745676427372,27,6,0,6.92,0,True
Oyster,20.162193858696067,87.77214602963365,1602.245317905575,5.659850078815701,24,9,0,11.56,1,True
Button,16.654396537014776,83.77966498266393,1213.801080389694,6.672516527590294,28,6,0,7.86,0,True
Poisonous,21.313808946893264,86.66800498512657,1305.8418502702043,5.653161826316572,15,8,0,17.46,0,False
Oyster,25.98881253125536,79.74214226317005,1027.230779915532,6.971759773403835,22,7,1,8.42,0,True
Oyster,21.768824185260655,94.22415769893391,985.3503793744474,6.318306260481319,15,5,0,5.17,0,True
Button,21.906919550790633,83.77478481562007,1016.0917139034186,7.48767616954097,21,6,0,6.37,0,True
Button,28.89979830868331,86.25833274027377,825.4916264991691,6.191468103547956,28,7,0,8.472,0,True
Oyster,26.992741971167682,82.47121977083233,1111.1729369321633,5.95958465767813,29,6,0,7.32,0,True
Oyster,18.483412434975733,73.63882929796151,1609.1450766361468,5.436336083694087,23,9,0,7.23,0,True
Button,21.631104839087445,88.93423724951779,1256.0933658219794,7.090379064800877,26,3,0,4.72,0,True
Shiitake,28.691714539708663,82.91181044576842,1278.7319416909559,7.196857455271731,29,7,0,9.71,0,True
Shiitake,21.692773074514406,87.51340216321299,1403.5047129539664,6.864538512752981,22,3,0,11.55,1,True
Poisonous,29.13562495430594,92.45994292229194,1175.2818516498821,6.68477993799862,17,7,0,2.97,0,False
Oyster,22.329412956889133,87.36067973551663,1325.2191204446563,5.573293038867747,19,5,0,11.21,0,True
Shiitake,22.610304291299926,88.14716817012378,622.8060628925236,6.908480798831865,21,6,0,15.42,1,True
Button,25.539490617610806,83.43213982990295,1488.265925905257,6.525334986641623,21,3,0,3.976,0,True
Button,23.754803317453717,88.25673270671663,860.2278845319702,6.224367803124424,17,7,0,10.51,0,True
Button,26.34782445351142,77.3633995409036,880.5973405206146,5.656567849875524,21,5,0,2.7520000000000002,0,True
Button,21.50370814773075,84.63888080046404,1036.498085126609,7.2248461764042275,16,8,0,8.01,0,True
Shiitake,20.48206958915694,81.31015802314526,1101.1595477943233,5.333237735931276,16,9,0,9.97,0,True
Shiitake,20.894103913479587,88.47516545285345,1759.7549396626232,6.951929629131657,29,3,0,8.86,0,True
Shiitake,27.489046276299156,88.04531526647618,1139.6583042177808,6.746867469832458,24,8,0,6.53,0,True
Poisonous,21.630938093480964,79.55685950440636,678.1968730965358,7.080313069560864,21,7,0,4.81,0,False
Oyster,20.682806533812723,88.81404025687445,1148.380506672182,5.9757906386565125,25,9,0,14.18,1,True
Button,23.704015278631207,83.06777486599447,1396.1935116747395,6.963456720197013,15,3,0,6.75,0,True
Oyster,14.709728598168681,79.19542614349554,864.1565137096798,5.239055292069564,28,5,0,7.03,0,True
Oyster,20.834592883032183,78.97419564835405,1296.785303683756,6.2407876387967836,23,7,0,7.75,0,True
Shiitake,20.70487749805828,91.14882976402494,1044.2599523519964,6.780320450582033,25,6,0,10.0,0,True
Button,28.123687424808473,94.53864481037115,1293.3026859642378,6.775621859818629,22,9,0,6.984000000000001,0,True
Shiitake,23.386219383338013,85.16071051295393,1427.7160770640114,6.9957226623168935,26,5,0,4.04,0,True
Shiitake,22.616799025694284,88.7282725164879,1239.345511776748,7.421156970515495,18,7,0,16.46,0,True
Oyster,18.959745913764174,89.32255919918589,603.0361084611798,6.358092576823523,16,5,0,10.89,0,True
Poisonous,23.07956921978931,89.85680472460305,1518.3507265882363,6.313607083321261,25,3,0,5.09,0,False
Poisonous,25.187158914109606,87.60815117506974,877.623379669323,6.763686261931618,29,6,0,4.66,0,False
Button,26.22453095712414,82.99133349352644,1232.9652626014226,5.653484703610308,25,4,0,6.5840000000000005,0,True
Oyster,21.30657108834561,87.33085539799038,1260.831884308642,6.492733417401432,18,5,0,9.88,0,True
Button,23.417585222132672,87.49487870409,1042.0849096591712,6.205309671955218,16,7,0,16.31,0,True
Button,20.92247569879355,85.33608814693554,1321.1415216503449,6.8110617627183325,23,6,0,4.63,0,True
Button,21.977587604684196,89.21813419257782,1373.4663257142945,6.021868216282923,16,5,0,9.74,0,True
Button,21.560392747208795,91.84476978436187,1516.306318710343,6.849023135197121,16,6,0,11.24,0,True
Button,20.882923549209934,84.14061226870867,1432.0274117301321,5.904081751547014,26,6,0,12.31,0,True
Button,19.837585425023402,85.90766420076045,1418.997600588222,6.6133757676509815,26,5,0,9.4,0,True
Button,20.219189107974913,92.18264532725459,1465.2080411085722,6.540274258527597,16,9,0,15.21,0,True
Button,16.56831591889145,82.9796462311548,1030.0912740675506,6.806739951776226,20,6,0,9.67,0,True
Oyster,25.152772890940867,85.15804810332466,1400.1775589097142,6.237953759199904,23,4,0,8.25,0,True
Oyster,22.530424854144368,86.44923426244516,1385.3252911469817,7.693983739845635,18,8,0,5.91,0,True
Poisonous,20.59910290780838,86.69503380884763,1498.3548405982197,6.96792055616646,16,3,0,10.59,0,False
Button,22.938496198283215,86.52843328519802,893.732565371056,6.103067538818255,15,3,0,5.85,0,True
Oyster,17.81465246680075,81.54424327356004,1462.2687543606469,7.078953430991599,27,8,0,5.92,0,True
Oyster,23.342799381160553,79.63485759283161,1426.1952056815899,6.392408358376947,19,7,0,5.62,0,True
Poisonous,22.576101997402837,86.06725439612558,1097.2399712062183,6.21176692242852,26,4,0,9.34,0,False
Button,23.104369761892062,84.21112322470402,1843.572816438681,6.915634269757729,29,8,0,16.97,0,True
Button,19.5800879115368,82.03156039043753,894.1559489688225,6.433572931447986,28,6,0,9.43,0,True
Button,17.939786279655813,83.33719807877073,1156.458195673575,6.643068096449668,16,8,0,5.11,0,True
Button,18.415748024266705,82.44617403776017,1215.2788693653722,6.137407336077487,29,4,0,2.81,0,True
Shiitake,20.76112107357267,80.96907672085712,1019.0395004912632,6.0123575675452114,15,6,0,7.85,0,True
Oyster,19.415936145182215,87.88682331162492,1074.9649837041975,6.693800777153528,19,3,1,5.88,0,True
Shiitake,21.534876275860842,87.96055125079768,888.9830677629069,6.353865261774168,23,9,0,17.34,1,True
Button,20.059003364223106,89.88184082424233,1080.9916844395261,6.763891893288228,20,8,0,10.29,1,True
Button,20.05557701882065,78.71253202334512,1539.4551946547992,6.776000588965421,22,3,0,3.18,0,True
Button,21.778959018871923,92.23200391938461,905.3660974018604,6.251741725315372,15,8,0,8.46,0,True
Oyster,22.442241412585183,88.1095199245523,1073.112368530983,5.640970848922007,24,9,0,6.31,0,True
Shiitake,20.224337091732306,81.91721616007356,966.814235881486,7.039902394574781,23,3,0,13.72,1,True
Shiitake,19.726389620098892,88.94354251311714,1296.6878522938766,5.598797408850659,17,9,0,3.97,0,True
Button,23.371567485185135,87.09489838407488,1306.5735722041716,6.6130787280024315,28,6,0,5.15,0,True
Button,21.782517189587658,93.70211711057597,1500.2895003201618,6.744698864277829,24,4,1,9.52,0,True
Button,22.339879884650934,78.39758677239448,1683.0941989229866,5.930518831720997,27,4,0,3.72,0,True
Button,25.484948516562334,80.88094862146936,1641.8727721443634,6.548371730920732,16,9,0,6.072,0,True
Poisonous,25.457311208525297,90.10034750596996,1275.5780341727216,6.871958349422059,19,5,0,7.83,0,False
Oyster,18.90211819198291,88.70728481636455,804.2224508783884,6.932656828053849,23,5,0,9.82,0,True
Poisonous,23.53499260564368,88.81251604119916,974.4248379203297,6.262231449283708,26,9,0,17.09,0,False
Oyster,18.460245798037796,90.43371257481071,1634.6587578453034,6.445879830254981,25,8,1,11.1,0,True
Shiitake,21.312558927946395,85.03341810848853,996.4074974826666,6.939443406608463,20,7,0,13.09,1,True
Oyster,21.379442988179047,86.79049050808527,1330.8323185764912,6.0671746238567446,25,8,0,13.08,1,True
Shiitake,24.162200742977568,81.50139404151427,1263.6720070990218,6.397968992182604,22,6,0,9.61,0,True
Button,21.643517759009743,87.6532189010552,775.5818409187166,7.511373992741291,16,7,0,9.71,0,True
Shiitake,19.127774021591847,83.36872382199427,805.4751477223541,7.213936468391579,21,4,0,10.17,1,True
Button,21.01141701390189,86.8615524933149,1546.8646867437994,7.199317571589901,25,7,0,17.58,1,True
Oyster,18.002577590507226,79.25892816427768,1383.96949873732,6.10618021107799,24,3,0,7.14,0,True
Oyster,22.61016079897125,81.8824272488228,1418.3943018388097,6.216604483686988,21,5,0,4.1,0,True
Button,21.061528830633595,80.4952435210966,1212.16973955346,5.869705103982226,24,4,0,11.21,0,True
Oyster,20.810575750427766,77.54720275656513,786.7921466985008,6.549297631747673,23,7,0,13.97,1,True
Shiitake,20.27738061958918,81.30686864616709,1017.7267561055168,6.862992714077242,21,5,0,4.78,0,True
Button,14.7225173739355,86.24250484118465,1614.559140455497,6.7899005314124246,25,4,0,4.05,0,True
Button,22.115065901651437,84.46085293004519,1262.4307351423265,6.844761336640431,19,8,0,7.02,0,True
Button,20.67508514676538,86.51637391044103,1088.5883382268307,7.924271305553814,16,8,0,7.44,0,True
Shiitake,25.345909506634545,92.57620506361347,773.8126553034544,6.609925566930473,27,8,0,6.05,0,True
Button,24.745391699482536,88.67466865717577,1577.3936185326688,6.420336371142974,19,8,0,8.24,0,True
Shiitake,20.063939317452054,81.3953902766645,1706.1951885170158,7.202580835040421,17,3,0,8.64,0,True
Shiitake,25.04110913423826,85.76460546318214,1405.0316719153288,5.896895503787432,21,4,0,7.58,0,True
Oyster,20.650905771982448,92.53132533943749,1397.710658134537,5.459891123189968,19,9,0,13.17,0,True
Oyster,17.62262271804522,87.47643216017055,1749.6578137150516,6.528092447205466,20,5,0,8.09,0,True
Button,22.831328293505216,86.32879824785282,1628.2659099271114,6.159340447242577,26,5,0,12.23,0,True
Button,16.97284312570381,89.02832965927726,1061.805534857088,6.382329096237911,27,8,0,12.77,0,True
Poisonous,25.34251297222272,87.47956873203111,738.6936709504433,6.754254682248048,15,3,0,3.98,0,False
Poisonous,20.05413650035808,87.80050975879956,1530.264887175288,6.872384906292122,19,6,0,11.35,0,False
Shiitake,20.597165695862746,87.52007001051399,1593.147349010042,6.81158833124275,25,8,0,7.21,0,True
Shiitake,14.964606824091236,84.71591441268615,1407.6663127375296,6.740213068553661,22,9,0,8.91,0,True
Button,21.55513143257441,85.96377526667547,1273.5177873458629,6.107046906685228,25,7,0,10.37,1,True
Button,18.97401264793413,77.82204598599382,1360.09041310462,6.427544727517903,15,8,0,9.51,0,True
Button,23.690044441605945,85.29723102984345,1476.2885515862674,7.032755103575626,20,5,0,15.22,1,True
Button,24.741906107298117,80.76208709965869,1156.5782093175765,6.337000340297032,24,4,0,4.184,0,True
Poisonous,19.316264511600476,87.70340936449149,1416.6748047896788,6.61302484518009,17,6,0,10.92,0,False
Button,20.5624929740818,80.75207345137123,1617.365089937398,6.181368048376623,23,8,0,17.9,1,True
Shiitake,19.135188546805985,91.66351723111481,1247.9899528417027,6.243691020152746,24,4,0,5.94,0,True
Button,19.100038535275598,87.43717516498873,1182.0210897014126,6.853763069416489,18,8,0,8.79,0,True
Shiitake,18.773975009116057,79.89883076443083,1456.0529060385154,6.732271244786666,16,7,1,3.21,0,True
Oyster,26.899692907691932,80.8260999433804,1502.981087790625,6.8637581739210205,15,8,1,8.4,0,True
Button,25.196428536958702,76.61873369768449,741.1558304457867,7.425922214172658,24,8,0,5.368,0,True
Shiitake,23.9048470750241,86.70427509745325,1373.532661480826,5.995027339446699,24,5,0,7.55,0,True
Button,17.29802575922693,85.22052666919268,511.745595490601,6.868309535854015,24,5,0,7.43,0,True
Poisonous,21.127488262831385,87.58214101890897,695.0522857920836,6.512670401585453,27,9,0,8.62,0,False
Button,21.433931249807266,82.60818999166777,769.4189108222181,7.453071385644667,25,5,0,4.61,0,True
Button,24.425107100556428,85.88862320569892,1584.2713064179354,6.858625655404863,18,5,0,4.088,0,True
Button,18.250310294389976,76.54369405714924,828.2472922700728,6.889212843576911,25,9,0,3.57,0,True
Button,23.539540720386217,83.92172201057879,1100.2256684486676,6.945970457648401,28,9,0,14.3,0,True
Button,19.641504031511197,78.48613109516755,1618.151166050301,6.753507329009049,20,7,0,5.9,0,True
Button,27.86535631535098,77.90441710868666,1304.798683764314,7.086623924772609,18,9,1,3.936,0,True
Button,27.423558261251564,70.14954525345314,1523.312817802488,6.242508024643817,26,6,0,7.376000000000001,0,True
Button,21.199369537817418,79.85419635687389,1529.9308914682654,5.521456104404638,27,3,0,10.03,0,True
Shiitake,23.011129943135174,78.15577185648509,1179.2847703033642,6.45803895891097,23,5,1,7.17,0,True
Button,23.489992557385197,86.74938815883566,803.4487849478502,6.011271269625355,23,9,0,11.69,1,True
Button,25.3225667167884,86.9126696462114,1063.521946854517,6.649559643936902,16,3,0,2.624,0,True
Poisonous,24.42505394480387,82.35308973817365,1307.019976483055,5.996251115299465,18,6,0,12.14,0,False
Poisonous,21.028108485762203,92.74126357047179,1003.5617386957548,6.626835072181511,17,9,0,16.26,0,False
Poisonous,20.73269209365651,90.93405375733187,1172.4167434318142,5.466168557003272,28,9,0,7.48,0,False
Oyster,24.932083128399757,83.61715856678217,1806.3431892257877,6.020293264799698,26,9,0,9.69,0,True
Button,19.172959673892034,98.54367325573863,1057.0717458775425,6.632393953684434,25,3,0,6.6,0,True
Button,18.51953633862811,80.67528200107778,925.7136320823415,6.309157454150764,26,8,0,4.49,0,True
Poisonous,25.845448185931556,75.43211533230473,1179.504797932216,6.903544442029425,16,4,0,4.99,0,False
Button,26.42002668427028,77.64895141109912,1061.0216493674661,7.359059823538455,15,8,0,6.632,0,True
Poisonous,23.401506449055812,85.00757688330322,1308.271829975712,5.844134501894432,24,3,0,9.54,0,False
Button,20.814082214237665,78.21830198573772,1660.3097505737996,6.924005044607218,16,6,0,6.0,0,True
Button,15.785826426069343,87.75378560710817,1502.9440106493573,6.17180166749988,15,9,0,14.83,0,True
Poisonous,25.764315876978117,84.69953449798221,988.8405145377869,6.5025712263978415,29,6,0,12.03,0,False
Button,21.492463229553056,88.63575638443197,1814.2268229285196,7.095940066776951,21,5,0,5.29,0,True
